spu_code,buyer,DE,ES,FR,IT,GB,US,MX
S240120000413,王谍,1729480756255234312,1729480756877695240,1729480757620676872,1729480756234328328,1729427083455925512,1729632039844548872,1731760269816662280
S240120000481,张宇,1729489147168529080,1729489147978488504,1729489145684925112,1729489147306810040,1729404284841463480,1729440282874909368,1732133553309715128
S240121000651,常捷,1729813003666430426,1729813003666102746,1729813007156025818,1729813003623373274,1729404965912022490,1729448866444841434,1732151356094581210
S240123001975,王谍,1729480128036117269,1729480129458182933,1729480129600264981,1729480129145445141,1729405696297701141,1729458387963319061,1731758487889546005
S240123002361,刘雪莹,1729480156190513911,1729480157551041271,1729480159144483575,1729480158254111479,1729404214228520695,1729439885709054711,1731873464982341367
S240124001525,郑川粤,1729492695575337303,1729492702036269399,1729492703543400791,1729492695871691095,1729404222481206615,1729440256741773655,1732018575683651927
S240124002007,王谍,1729496979952474333,1729496984313632989,1729496984592095453,1729496984618571997,1729404770161560797,1729445839939539165,1732191590407047389
S240124002740,阮梓颖,1729482381585586424,1729482381178018040,1729482454895663352,1729482370406062328,1729404439755066616,1729441424855306488,1731131847166428408
S240125000868,王谍,1729497282006718685,1729497282204375261,1729497281975982301,1729497281002313949,1729404169301036253,1729440143258521821,1731813040915450077
S240125002698,王谍,1729497282123503837,1729497281853102301,1729497281874991325,1729497281903892701,1729404285049605341,1729440284840005853,1731823191007659229
S240126002275,范文,1729480493121968492,1729480494025906540,1729480493240850796,1729480493421926764,1729404569753783660,1729442569972453740,1731766588704852332
S240128000301,李泳乐,1729480725079693615,1729480727024015663,1729480729325771055,1729480728574335279,1729404408981196079,1729441421518344495,1732170929974970671
S240128000699,李泳乐,1729482272593975599,1729482277297428783,1729480599023229231,1729480600410167599,1729404787339988271,1729445874081042735,1732231669335689519
S240217000890,常捷,1729480337744107994,1729480336656669146,1729480335597279706,1729480337381890522,1729404978020453850,1729448394241315290,1732205163475339738
S240218001140,游宇航,1729492716245588696,1729492716786064088,1729492715459418840,1729492716693920472,1729404868679995096,1729447169557041880,1731907004955986648
S240218001219,张宇,1729502629494234059,1729502627718601675,1729502627760741323,1729502628338375627,1729404800076386251,1729446334580954059,1731770225814834123
S240218001392,张宇,1729502913809652683,1729502916374928331,1729502916297399243,1729502913801722827,1729404978614931403,1729448398203425739,1731755808777604043
S240218001731,常捷,1729480088250259936,1729480089669900768,1729480089898424800,1729480088280340960,1729404641605160416,1729443591871566304,1731769952598854112
S240218002300,王可心,1729609330930718962,1729609331597940978,1729609330824681714,1729609330902276338,1729404640113233138,1729443593414414578,1731994938316065010
S240219000552,常捷,1729482509923293664,1729482508527770080,1729482507555871200,1729482507765520864,1729404548680224224,1729443593371226592,1731768185141955040
S240219002713,常捷,1729481444234598865,1729481454919653841,1729481444451588561,1729481458008496593,1729404693894696401,1729444754680484305,1732148325904845265
S240220000427,张宇,1729482725454092751,1729506736398965199,1729506737535621583,1729506736388610511,1729405277061025231,1729452882848879055,1732054551372466639
S240220001963,李泳乐,1729513924317321484,1729513918416787724,1729513918583838988,1729513918419802380,1729405686175927564,1729458336544166156,1732125109866236172
S240221000219,刘雪莹,1729544012320119260,1729544012048669148,1729544010943994332,1729544010888616412,1729404911413005788,1729447745575883228,1732092579524413916
S240221003595,范文,1729498364877183145,1729498380740696233,1729498364905167017,1729498364870170793,1729405105914743977,1729452216168911017,1731762316620040361
S240221004043,游宇航,1729836814758681145,1729836816554891833,1729836816512227897,1729836814859541049,1729404786692361785,1729445839585776185,1732233968445785657
S240221004109,陈家琪,1729491818758838577,1729491818838071601,1729491815702829361,1729491815798249777,1729404812626726193,1729446697485504817,1732226944580946225
S240222004532,范文,1729480061176748201,1729480061636155561,1729480062146025641,1729480061074118825,1729405171028298921,1729451223738519721,1731769695639210153
S240224001098,范文,1729654373663348888,1729654373705816216,1729654373571991704,1729654373960882328,1729404761809259672,1729445844112806040,1732014401332021400
S240224001187,沈亦莎,1729480040686786834,1729480040983402770,1729480039564351762,1729480040175933714,1729405077873986834,1729450267162611986,1731765432571037970
S240224001684,陈家琪,1729491796244797745,1729491800108931377,1729491800068823345,1729491796615797041,1729405036392844593,1729449625644667185,1732128028934113585
S240224001785,常捷,1729480311299807668,1729480297017809332,1729480311381072308,1729480311017544116,1729405393515744692,1729455055459684788,1731834862023641524
S240224001803,张天一,1729492670876982139,1729492670713797499,1729807950310447995,1729807950603590523,1729405298286301051,1729453438499918715,1732187876021668731
S240224002234,王可心,1729480035120683610,1729480035739933274,1729480035349142106,1729480035221543514,1729404960360009306,1729448380989674074,1732063467006757466
S240228001691,张宇,1729504979217128395,1729503473953709003,1729504978339077067,1729504979267460043,1729405212269973451,1729451750942020555,1731797605236640715
S240228003313,沈亦莎,1729507020607757035,1729507024214137579,1729507024245529323,1729507020497394411,1729405034234941163,1729449619846501099,1731846266947995371
S240228003523,魏冰馨,1729506527605136381,1729506525382745085,1729506527207660541,1729506527604022269,1729404971772579837,1729449264893039613,1732014672998206461
S240228006446,游宇航,1729480572369213703,1729480573687994631,1729480572455196935,1729480572050512135,1729405036487478535,1729449623730622727,1731193660535375111
S240229005718,陈家琪,1729485667460880689,1729485666723928369,1729485667783579953,1729485665814157617,1729405276933885233,1729452878126354737,1732133507857025329
S240229005927,陈家琪,1729486778274584881,1729486772862097713,1729486778278844721,1729486773138069809,1729405057723567409,1729450307515158833,1731294330471548209
S240301005554,陈家琪,1729485724515604785,1729485720885893425,1729485723137448241,1729485723030755633,1729405239403515185,1729452126108356913,1731818397557884209
S240302003287,张天一,1729501625932880724,1729501625772907348,1729501639034510164,1729501638994664276,1729404978348461908,1729448398413861716,1731768483517926228
S240302003347,范文,1729480712215959721,1729480609880447145,1729480714081507497,1729480713144735913,1729405553823419561,1729456731180798121,1731802831668807849
S240302003771,张天一,1729492217506994766,1729492215502248526,1729492216872999502,1729492216437512782,1729405245818637902,1729452322130858574,1731759528964491854
S240303002026,郑川粤,1729486812659620585,1729486809401105129,1729486812217580265,1729486812330760937,1729405479697682153,1729455653552427753,1731768281024924393
S240303002034,郑川粤,1729495479254424297,1729495480212822761,1729495479299447529,1729495480098331369,1729405275779665641,1729452872616940265,1731822092473436905
S240304000467,吴斐,1729480365702355089,1729480366308694161,1729480366347819153,1729480367091652753,1729405419088940177,1729454557259206801,1731818851494233233
S240304000875,沈亦莎,1729483442014886635,1729483399195892459,1729483428899101419,1729483440435600107,1729405040882061035,1729449751018967787,1732227299953511147
S240305000249,游宇航,1729483613331167423,1729483609186539711,1729483611055691967,1729483613947599039,1729405211880557759,1729451765871972543,1732271172915595455
S240305000554,游宇航,1729480687710607551,1729480687010814143,1729480687384828095,1729480686914017471,1729405640764984511,1729457764075475135,1732246767550957759
S240305001210,张天一,1729481094872472443,1729481094950853499,1729481096109923195,1729481093157723003,1729405178847858555,1729451316369396603,1731797623910271867
S240305005197,沈亦莎,1729482712248654618,1729482712236792602,1729482711518714650,1729482712803744538,1729405172622462746,1729451258492130074,1731768294830082842
S240305005395,吴斐,1729485876332239372,1729485866268662284,1729485871309822476,1729485866269317644,1729406021168958988,1729461989650960908,1732672056105731596
S240306002404,张宇,1729502244113128395,1729502244129053643,1729502244146551755,1729502244112473035,1729405100013817803,1729451787519431627,1731770277624056779
S240306003143,范文,1729483672973252715,1729483679121512555,1729483682142853227,1729483679609493611,1729405275717930091,1729452874233516139,1731790654530029675
S240306006916,李泳乐,1729480503530723896,1729480503222114872,1729480503389166136,1729480503403059768,1729405415810764344,1729454551071625784,1731770307283421752
S240307000969,刘雪莹,1729483753073515255,1729483753739557623,1729483753738967799,1729483753021741815,1729405745945874167,1729458961545401079,1731818525455320823
S240307002877,魏冰馨,1729526808025274908,1729526807852980764,1729526809502849564,1729526810554571292,1729405244696399388,1729452234811281948,1731771806427286044
S240307003657,沈亦莎,1729480041045137690,1729485120832379162,1729480040803965210,1729480041664321818,1729405243223608602,1729452219195035930,1731908599057058074
S240307004880,游宇航,1729492450713967320,1729492451017005784,1729492451073563352,1729492449218697944,1729405178227429080,1729451317182567128,1731885405782117080
S240308003643,沈亦莎,1729490724650850765,1729490719772940749,1729490719948249549,1729490719942613453,1729405274014256589,1729452826096800205,1731797603355167181
S240308005161,常捷,1729588541956266045,1729588542094481469,1729588540756957245,1729588540942817341,1729405241818582077,1729452137960607805,1732062308862428221
S240308005457,黄依婷,1729480531905387194,1729483346227403450,1729483346223274682,1729483346221177530,1729405988211363514,1729461477163373242,1732221939772000954
S240308005644,李泳乐,1729534098624452911,1729534120694946095,1729534130905323823,1729534143150266671,1729405443714747695,1729455012005122351,1736190180459250991
S240309001462,范文,1729480257891310124,1729480012626762284,1729480256264575532,1729480255028369964,1729405696979144236,1729458409005486636,1731193659578222124
S240309001742,魏冰馨,1729503743419128100,1729503742835792164,1729503744355375396,1729503744423074084,1729405447480315172,1729455090059022628,
S240309002538,陈家琪,1729485605788948785,1729497601386453297,1729485606955161905,1729485608897059121,1729405275905428785,1729452882520478001,1732191948761827633
